,binomial,Range_km_2,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
3117,Octodon bridgesi,120980.20502348516,120968.71319359301,162.25,VU,Herbivore,RODENTIA
3118,Octodon degus,63496.01792083506,63501.347468006796,203.27,LC,Herbivore,RODENTIA
3119,Octodon lunatus,25577.120392369543,25576.9872684904,200.55,NT,Herbivore,RODENTIA
3120,Octodon pacificus,53.04057011887358,53.0405072148221,180.46,CR,Herbivore,RODENTIA
3121,Octodontomys gliroides,487315.25612494705,487312.914511575,155.77,LC,Herbivore,RODENTIA
3122,Octomys mimax,119042.94240722893,118944.764420359,124.43,LC,Herbivore,RODENTIA
3123,Odocoileus hemionus,6339435.914359065,6340068.20668366,84560.57,LC,Herbivore,CETARTIODACTYLA
3124,Odocoileus virginianus,14410477.186986642,14410636.173692001,75901.25,LC,Herbivore,CETARTIODACTYLA
3125,Oecomys auyantepui,1088881.1240471867,1088892.3547115,46.25861204,LC,Omnivore,RODENTIA
3126,Oecomys bicolor,8594000.347726567,8594483.01177492,40.74,LC,Omnivore,RODENTIA
3127,Oecomys catherinae,3492948.235845455,3493013.37739164,46.25861204,LC,Omnivore,RODENTIA
3128,Oecomys cleberi,544598.3932384677,6482.895364416011,73.4,DD,Omnivore,RODENTIA
3129,Oecomys concolor,4925508.0185664715,4925971.76986704,46.33,LC,Omnivore,RODENTIA
3130,Oecomys flavicans,42578.64721004846,42577.4438326788,73.4,LC,Herbivore,RODENTIA
3131,Oecomys mamorae,651935.4309303679,651947.902522561,62.5,LC,Herbivore,RODENTIA
3132,Oecomys paricola,2756307.185772867,392843.51347530796,73.4,DD,Omnivore,RODENTIA
3133,Oecomys phaeotis,117455.52367462989,117475.217916194,73.4,LC,Omnivore,RODENTIA
3134,Oecomys rex,515092.4607730705,515092.56454770203,73.4,LC,Omnivore,RODENTIA
3135,Oecomys roberti,3726862.4788116175,3727054.37865729,73.4,LC,Omnivore,RODENTIA
3136,Oecomys rutilus,1186671.6380764805,1186681.61236231,73.4,LC,Omnivore,RODENTIA
3137,Oecomys speciosus,380155.4070892401,380157.556065277,73.4,LC,Omnivore,RODENTIA
3138,Oecomys superans,1547654.5961385553,1547918.84055622,73.4,LC,Omnivore,RODENTIA
3139,Oecomys trinitatis,4830363.910942512,4830186.91080005,73.4,LC,Omnivore,RODENTIA
3140,Oenomys hypoxanthus,4172104.3945075846,4172138.30532019,89.84,LC,Omnivore,RODENTIA
3141,Oenomys ornatus,159460.16081528517,159443.68620148802,85.5,LC,Omnivore,RODENTIA
3142,Okapia johnstoni,264220.0321425484,264220.212685383,230001.1,EN,Herbivore,CETARTIODACTYLA
3143,Olallamys albicauda,5976.605861603172,5976.59620161394,273.5,DD,Herbivore,RODENTIA
3144,Olallamys edax,5390.236964771359,5390.2449326675205,206.4,DD,Herbivore,RODENTIA
3145,Oligoryzomys andinus,260996.13281669805,260991.295366931,25.2,LC,Omnivore,RODENTIA
3146,Oligoryzomys arenalis,96937.65157073575,96928.4013787468,25.2,LC,Omnivore,RODENTIA
3147,Oligoryzomys brendae,109367.54646540039,161.567210045445,26.55990747,DD,Omnivore,RODENTIA
3148,Oligoryzomys chacoensis,760948.087379504,760935.694451697,23.0,LC,Omnivore,RODENTIA
3149,Oligoryzomys delticola,371885.7162575016,371852.80089730205,29.39,LC,Omnivore,RODENTIA
3150,Oligoryzomys destructor,661044.5911778753,661051.39488611,25.2,LC,Omnivore,RODENTIA
3151,Oligoryzomys eliurus,2261092.413832385,2260961.42943597,34.58,LC,Omnivore,RODENTIA
3152,Oligoryzomys flavescens,3150684.088100271,3149813.56757592,21.3,LC,Herbivore,RODENTIA
3153,Oligoryzomys fornesi,1735414.581719,1734747.83828258,22.5,LC,Omnivore,RODENTIA
3154,Oligoryzomys fulvescens,2895262.926112454,2895296.89132777,25.0,LC,Omnivore,RODENTIA
3155,Oligoryzomys griseolus,52671.26436078272,52670.1698649067,25.2,LC,Omnivore,RODENTIA
3156,Oligoryzomys longicaudatus,629005.4711871414,629006.740547332,27.54,LC,Omnivore,RODENTIA
3157,Oligoryzomys magellanicus,135941.98910093904,135925.08773791,25.2,LC,Omnivore,RODENTIA
3158,Oligoryzomys microtis,2722327.5334365293,2722586.19753977,22.5,LC,Omnivore,RODENTIA
3159,Oligoryzomys moojeni,213147.6215131526,180679.752934419,26.55990747,DD,Omnivore,RODENTIA
3160,Oligoryzomys nigripes,3214873.694747664,3214708.39273613,20.33,LC,Herbivore,RODENTIA
3161,Oligoryzomys rupestris,462650.43567884905,6039.386301871021,26.55990747,DD,Omnivore,RODENTIA
3162,Oligoryzomys stramineus,530353.5066934789,530369.854215833,26.55990747,LC,Omnivore,RODENTIA
3163,Oligoryzomys vegetus,9901.68822559377,9901.690503810809,46.25861204,LC,Omnivore,RODENTIA
3164,Ondatra zibethicus,35089914.02905718,35095076.4587567,991.31,LC,Herbivore,RODENTIA
3165,Onychogalea fraenata,4205.900089817782,848.876560774641,4952.05,VU,Herbivore,DIPROTODONTIA
3166,Onychogalea unguifera,951145.5430350758,951054.222261133,6494.73,LC,Herbivore,DIPROTODONTIA
3167,Onychomys arenicola,686472.1202701437,686486.362340285,30.0,LC,Carnivore,RODENTIA
3168,Onychomys leucogaster,3841027.965940578,3841451.1676842994,27.92,LC,Carnivore,RODENTIA
3169,Onychomys torridus,767636.3574126409,767649.883974453,21.68,LC,Insectivore,RODENTIA
3170,Oreamnos americanus,838028.6399099769,801852.339187708,72105.4,LC,Herbivore,CETARTIODACTYLA
3171,Oreoryzomys balneator,68006.27862247474,11450.2809943523,60.64641072,DD,Omnivore,RODENTIA
3172,Oreotragus oreotragus,5218036.136316459,5218047.64890264,13486.55,LC,Herbivore,CETARTIODACTYLA
3173,Ornithorhynchus anatinus,901635.4994673139,900539.932255984,1484.25,NT,Insectivore,MONOTREMATA
3174,Orthogeomys cavator,5661.9871241227565,5662.46973577678,650.0,LC,Herbivore,RODENTIA
3175,Orthogeomys cuniculus,270.8704009225553,270.869900303195,499.99,DD,Herbivore,RODENTIA
3176,Orthogeomys grandis,140753.32428828083,140755.456371129,499.99,LC,Herbivore,RODENTIA
3177,Orthogeomys heterodus,1191.8959009528917,1191.90013877223,615.0,LC,Herbivore,RODENTIA
3178,Orthogeomys hispidus,397268.1315355728,397264.661978095,499.99,LC,Herbivore,RODENTIA
3179,Orthogeomys underwoodi,6276.022663379576,6276.291733548001,250.0,LC,Herbivore,RODENTIA
3180,Orycteropus afer,19272685.985211927,19273000.829799,56175.2,LC,Carnivore,TUBULIDENTATA
3181,Oryctolagus cuniculus,633279.3897350241,972311.225731338,1590.57,NT,Herbivore,LAGOMORPHA
3182,Oryx beisa,975979.1788726695,1048624.70529928,200576.5,NT,Herbivore,CETARTIODACTYLA
3183,Oryx gazella,1765965.3550808248,1766026.91909201,188404.5,LC,Herbivore,CETARTIODACTYLA
3184,Oryx leucoryx,20909.956012687628,20909.9452219544,75788.24,VU,Herbivore,CETARTIODACTYLA
3185,Oryzomys couesi,1480757.3051178933,1480835.58384801,69.29,LC,Omnivore,RODENTIA
3186,Oryzomys dimidiatus,1052.895039147159,1125.60333170429,46.25861204,LC,Omnivore,RODENTIA
3187,Oryzomys gorgasi,161381.98471721332,161379.269948507,60.5,EN,Omnivore,RODENTIA
3188,Oryzomys palustris,1508859.9744283727,1508984.72949674,53.26,LC,Omnivore,RODENTIA
3189,Oryzorictes hova,124179.20398478465,124191.676581715,35.74,LC,Insectivore,AFROSORICIDA
3190,Oryzorictes tetradactylus,14223.947642614086,14226.2159112729,35.99,DD,Insectivore,AFROSORICIDA
3191,Osgoodomys banderanus,179790.07770750174,179803.687408932,49.99,LC,Omnivore,RODENTIA
3192,Otocolobus manul,2321180.454490487,2321211.06170126,3500.0,NT,Carnivore,CARNIVORA
3193,Otocyon megalotis,4956926.06538398,4957026.92827002,4098.12,LC,Omnivore,CARNIVORA
3194,Otolemur crassicaudatus,4845483.9879488945,5610182.27607331,1206.61,LC,Omnivore,PRIMATES
3195,Otolemur garnettii,568221.9595656235,526936.803950732,811.17,LC,Omnivore,PRIMATES
3196,Otomops formosus,20026.56986336903,20026.646581401103,34.92,DD,Insectivore,CHIROPTERA
3197,Otomops johnstonei,121.0128396710274,121.012856379932,34.92,DD,Insectivore,CHIROPTERA
3198,Otomops madagascariensis,3539.4679754043996,3539.5004593924104,34.92,LC,Insectivore,CHIROPTERA
3199,Otomops martiensseni,5186344.115577102,5186379.58489751,34.92,NT,Insectivore,CHIROPTERA
3200,Otomops papuensis,222.83828195417078,222.838596749029,34.92,DD,Insectivore,CHIROPTERA
3201,Otomops secundus,4.111574039148779,4.11157397269076,34.92,DD,Insectivore,CHIROPTERA
3202,Otomops wroughtoni,14508.464856174356,14508.4629577049,34.92,DD,Insectivore,CHIROPTERA
3203,Otomys anchietae,71607.36521163922,71608.9388838879,63.85388804,LC,Herbivore,RODENTIA
3204,Otomys angoniensis,595014.2440970473,595015.154368768,100.64,LC,Herbivore,RODENTIA
3205,Otomys barbouri,398.1005254750683,398.100451026697,63.85388804,EN,Herbivore,RODENTIA
3206,Otomys burtoni,383.85584086090574,383.85566785762705,108.83333329999999,EN,Herbivore,RODENTIA
3207,Otomys cuanzensis,115191.44720344053,115191.810108113,63.85388804,LC,Herbivore,RODENTIA
3208,Otomys denti,80971.48126845183,80971.5425288526,120.0,LC,Herbivore,RODENTIA
3209,Otomys irroratus,183859.90598557563,183846.80488085,114.45,LC,Herbivore,RODENTIA
3210,Otomys lacustris,18223.193093331214,18223.2044324893,63.85388804,VU,Herbivore,RODENTIA
3211,Otomys laminatus,86797.56986918296,86794.5980400649,150.0,LC,Herbivore,RODENTIA
3212,Otomys occidentalis,10690.678271487172,10690.7435820784,72.8,VU,Herbivore,RODENTIA
3213,Otomys sloggetti,156900.22454247862,156902.41062677,106.3,LC,Herbivore,RODENTIA
3214,Otomys tropicalis,143756.49117631593,143756.977666223,108.833,LC,Herbivore,RODENTIA
3215,Otomys typus,396684.8415056137,396688.574128051,100.0,LC,Herbivore,RODENTIA
3216,Otomys unisulcatus,374311.73481172946,374301.32046202,124.5,LC,Herbivore,RODENTIA
3217,Otonycteris hemprichii,1283163.1249642158,1283365.03895015,21.98,LC,Insectivore,CHIROPTERA
3218,Otonyctomys hatti,127975.30164174261,127970.46636097801,36.2,LC,Herbivore,RODENTIA
3219,Otopteropus cartilagonodus,105071.31842946127,105071.32156286099,16.92,LC,Herbivore,CHIROPTERA
3220,Ototylomys phyllotis,491818.25297324586,491821.32464512205,86.94,LC,Herbivore,RODENTIA
3221,Ourebia ourebi,7496102.089659583,7496162.12577986,17186.09,LC,Herbivore,CETARTIODACTYLA
3222,Ovibos moschatus,1683100.1236305954,1591570.60726189,312500.0,LC,Herbivore,CETARTIODACTYLA
3223,Ovis ammon,3583386.124003094,3583607.69074678,113998.7,NT,Herbivore,CETARTIODACTYLA
3224,Ovis canadensis,538053.3151942375,532974.923966456,74644.87,LC,Herbivore,CETARTIODACTYLA
3225,Ovis dalli,816139.3341252471,816225.065559673,70194.13,LC,Herbivore,CETARTIODACTYLA
3226,Ovis nivicola,1367979.410122415,1369345.47057524,90000.0,LC,Herbivore,CETARTIODACTYLA
3227,Ovis orientalis,2228320.065244397,2228110.96153142,42500.0,VU,Herbivore,CETARTIODACTYLA
3228,Oxymycterus amazonicus,775697.1766672989,775761.454657253,63.27295218,LC,Omnivore,RODENTIA
3229,Oxymycterus angularis,457111.78859733895,457117.79242482706,67.99,LC,Omnivore,RODENTIA
3230,Oxymycterus caparoae,63207.14834575557,63202.747040600305,63.27295218,LC,Omnivore,RODENTIA
3231,Oxymycterus dasytrichus,284443.65851706057,284268.490970661,75.39976634,LC,Omnivore,RODENTIA
3232,Oxymycterus delator,82737.3878573799,82738.6394634569,81.49,LC,Insectivore,RODENTIA
3233,Oxymycterus hiska,34301.24758179925,34290.912044193195,67.99,LC,Insectivore,RODENTIA
3234,Oxymycterus hispidus,437560.28023748,437415.767954171,36.75,LC,Omnivore,RODENTIA
3235,Oxymycterus hucucha,3965.554520749018,4794.717130703029,67.99,EN,Insectivore,RODENTIA
3236,Oxymycterus inca,360856.155409367,360850.75420554297,34.99,LC,Omnivore,RODENTIA
3237,Oxymycterus josei,22832.181782673328,4182.50612312663,63.27295218,EN,Omnivore,RODENTIA
3238,Oxymycterus nasutus,559003.3535561968,558988.935528729,67.99,LC,Omnivore,RODENTIA
3239,Oxymycterus paramensis,286585.0819158514,286548.336839273,41.99,LC,Insectivore,RODENTIA
3240,Oxymycterus quaestor,784246.6735188958,784234.915101827,46.25861204,LC,Omnivore,RODENTIA
3241,Oxymycterus roberti,842645.4671388298,842669.390970313,83.71,LC,Omnivore,RODENTIA
3242,Oxymycterus rufus,280628.64698265074,280709.286363157,82.01,LC,Omnivore,RODENTIA
3243,Ozotoceros bezoarticus,468437.54145837424,468420.53203222103,34620.4,NT,Herbivore,CETARTIODACTYLA
3244,Pachyuromys duprasi,1305630.7466494478,1305337.9318531,47.5,LC,Insectivore,RODENTIA
3245,Paguma larvata,6307959.973506802,6171079.81590339,4300.0,LC,Omnivore,CARNIVORA
3246,Palawanomys furvus,878.1076105218866,878.1295428366741,141.0605074,LC,Omnivore,RODENTIA
3247,Pan paniscus,415765.8546986378,415766.35932481,35119.95,EN,Herbivore,PRIMATES
3248,Pan troglodytes,2314266.7865485824,2314277.94913039,45000.0,EN,Herbivore,PRIMATES
3249,Panthera leo,1690516.1591340913,1690496.59649912,158623.9,VU,Carnivore,CARNIVORA
3250,Panthera onca,9025896.161177061,9026158.26285303,83943.09,NT,Carnivore,CARNIVORA
3251,Panthera pardus,8472030.113205792,8516208.6907303,52399.99,VU,Carnivore,CARNIVORA
3252,Panthera tigris,704193.840476404,704328.5007495191,161914.7,EN,Carnivore,CARNIVORA
3253,Panthera uncia,3006511.8096500477,3006497.02502128,41000.0,VU,Carnivore,CARNIVORA
3254,Pantholops hodgsonii,1091197.919099515,1091078.31645566,32733.12,NT,Herbivore,CETARTIODACTYLA
3255,Papagomys armandvillei,13936.035649772297,13936.035966385,8800.0,NT,Omnivore,RODENTIA
3256,Papio anubis,7826354.274313996,7827026.79900558,17728.56,LC,Omnivore,PRIMATES
3257,Papio cynocephalus,1941909.0824300225,1941964.97113671,15822.15,LC,Carnivore,PRIMATES
3258,Papio hamadryas,610357.6712597598,610339.021199688,14007.08,LC,Omnivore,PRIMATES
3259,Papio papio,442057.0038572292,442077.493326713,18026.05,NT,Omnivore,PRIMATES
3260,Papio ursinus,3348763.2069681557,3348700.40361295,17729.44,LC,Insectivore,PRIMATES
3261,Pappogeomys bulleri,35908.231419072246,35908.5320632307,150.0,LC,Herbivore,RODENTIA
3262,Paracrocidura graueri,997.719086662207,997.7218393078481,10.16867028,DD,Omnivore,EULIPOTYPHLA
3263,Paracrocidura maxima,23382.456486433475,25266.590958431498,8.157340556,NT,Omnivore,EULIPOTYPHLA
3264,Paracrocidura schoutedeni,671212.8978808788,671226.317978677,12.18,LC,Omnivore,EULIPOTYPHLA
3265,Paracynictis selousi,1796786.3154712433,1796820.96501393,1669.72,LC,Carnivore,CARNIVORA
3266,Paradipus ctenodactylus,386130.99177312985,386135.51523129997,140.0,LC,Herbivore,RODENTIA
3267,Paradoxurus hermaphroditus,7637507.481481799,7411722.79574402,3200.0,LC,Omnivore,CARNIVORA
3268,Paradoxurus jerdoni,66739.84413875948,66739.9543573154,3530.33,LC,Herbivore,CARNIVORA
3269,Paradoxurus zeylonensis,18391.652358291285,18391.6619255324,2821.3,LC,Omnivore,CARNIVORA
3270,Paraechinus aethiopicus,3874133.3402340533,3874413.07387953,352.4,LC,Insectivore,EULIPOTYPHLA
3271,Paraechinus hypomelas,2536604.5349694476,2536452.00802724,213.0,LC,Insectivore,EULIPOTYPHLA
3272,Paraechinus micropus,414919.8005457967,414921.361835245,171.0,LC,Omnivore,EULIPOTYPHLA
3273,Paraechinus nudiventris,9535.525091038882,9534.74942486785,245.4666667,LC,Insectivore,EULIPOTYPHLA
3274,Parahydromys asper,223154.02237873717,223146.354936075,526.66,LC,Insectivore,RODENTIA
3275,Paraleptomys rufilatus,586.3522076358576,586.356286945466,54.99,EN,Omnivore,RODENTIA
3276,Paraleptomys wilhelmina,4686.834661812655,4686.89503549726,33.68,DD,Omnivore,RODENTIA
3277,Paramelomys gressitti,3294.7678678709012,3294.82135483493,97.25428571,EN,Herbivore,RODENTIA
3278,Paramelomys levipes,27272.21596688595,27271.382811401603,82.81,LC,Herbivore,RODENTIA
3279,Paramelomys lorentzii,175789.20146858986,175785.869169715,150.0,LC,Herbivore,RODENTIA
3280,Paramelomys mollis,225147.16185316106,225112.951442515,90.05,LC,Herbivore,RODENTIA
3281,Paramelomys moncktoni,79461.30087780011,79468.89064405981,80.56,LC,Herbivore,RODENTIA
3282,Paramelomys naso,115424.78306561595,115422.81661484,144.6,LC,Herbivore,RODENTIA
3283,Paramelomys platyops,496353.90856236406,496373.43122119,85.6,LC,Herbivore,RODENTIA
3284,Paramelomys rubex,234681.10846890372,234666.786779482,47.16,LC,Herbivore,RODENTIA
3285,Paramelomys steini,405.0047872689494,405.004382906408,97.25428571,DD,Herbivore,RODENTIA
3286,Parantechinus apicalis,2839.7952185493077,2721.8862271820103,71.31,EN,Insectivore,DASYUROMORPHIA
3287,Paranyctimene raptor,781865.5403294804,781865.558314427,24.94,LC,Herbivore,CHIROPTERA
3288,Paranyctimene tenax,781865.5403294804,781865.558314427,24.94,LC,Herbivore,CHIROPTERA
3289,Parascalops breweri,831924.0958408295,831948.6189406491,51.11,LC,Insectivore,EULIPOTYPHLA
3290,Parascaptor leucura,373620.8662333686,373607.968769738,45.604,LC,Insectivore,EULIPOTYPHLA
3291,Paraxerus alexandri,259068.69480126095,259068.847258339,50.73,LC,Omnivore,RODENTIA
3292,Paraxerus boehmi,956022.7649439978,956025.60643198,70.24,LC,Omnivore,RODENTIA
3293,Paraxerus cepapi,2692237.7780302186,2692245.4423745,222.85,LC,Omnivore,RODENTIA
3294,Paraxerus cooperi,10800.292081709656,10800.3360467656,250.0,DD,Omnivore,RODENTIA
3295,Paraxerus flavovittis,666786.4855829629,666787.981381219,160.0,LC,Omnivore,RODENTIA
3296,Paraxerus lucifer,12059.10578545394,12059.0832123604,692.45,DD,Omnivore,RODENTIA
3297,Paraxerus ochraceus,547064.1727812605,547064.702101398,104.3,LC,Omnivore,RODENTIA
3298,Paraxerus palliatus,1045567.1647651724,1045560.20712708,365.37,LC,Omnivore,RODENTIA
3299,Paraxerus poensis,1570554.790179334,1570567.2095223998,100.0,LC,Omnivore,RODENTIA
3300,Paraxerus vexillarius,39824.96965935635,32146.5900101383,675.0,NT,Omnivore,RODENTIA
3301,Paraxerus vincenti,2218.8404178200253,2218.8435402041896,246.43442569999996,EN,Omnivore,RODENTIA
3302,Pardofelis marmorata,1388987.6306537678,1389005.70084994,2826.68,NT,Carnivore,CARNIVORA
3303,Parotomys brantsii,679442.0349812268,679427.622020204,129.5,LC,Herbivore,RODENTIA
3304,Parotomys littledalei,597776.1138072994,597770.682492474,126.99,LC,Herbivore,RODENTIA
3305,Paruromys dominator,169337.75272613237,169337.754275056,325.31,LC,Herbivore,RODENTIA
3306,Pattonomys occasius,192027.44106032234,192026.64201668897,300.0,DD,Herbivore,RODENTIA
3307,Pattonomys semivillosus,70581.9417936653,70580.24548094321,300.0,LC,Herbivore,RODENTIA
3308,Paulamys naso,748.4968543552641,748.4983661198739,122.0,EN,Omnivore,RODENTIA
3309,Pecari tajacu,15364978.802275937,15365505.235942,21133.69,LC,Omnivore,CETARTIODACTYLA
3310,Pectinator spekei,419178.1068128735,419154.664492506,169.7,LC,Herbivore,RODENTIA
3311,Pedetes capensis,3817908.5772587163,3817919.88091032,2549.25,LC,Herbivore,RODENTIA
3312,Pedetes surdaster,457190.48026507586,457190.945776697,3155.005,LC,Herbivore,RODENTIA
3313,Pelea capreolus,557110.4243517868,557077.542006304,22731.33,NT,Herbivore,CETARTIODACTYLA
3314,Pelomys campanae,656709.583513477,656702.214946997,63.85388804,LC,Herbivore,RODENTIA
3315,Pelomys fallax,3495342.9531800104,3495775.46838966,120.46,LC,Herbivore,RODENTIA
3316,Pelomys hopkinsi,28270.344603784568,28270.4559422185,73.57347201,DD,Herbivore,RODENTIA
3317,Pelomys isseli,162.93269507126413,162.93269631573,59.99,NT,Herbivore,RODENTIA
3318,Pelomys minor,309825.1506225099,309824.59120165696,49.99,LC,Herbivore,RODENTIA
3319,Pentalagus furnessi,370.20126497820786,370.201150094973,2253.25,EN,Herbivore,LAGOMORPHA
3320,Penthetor lucasi,1288201.2607402466,1288201.06401966,35.39,LC,Herbivore,CHIROPTERA
3321,Perameles bougainville,235.89604438456817,89.1200060501315,230.8,VU,Omnivore,PERAMELEMORPHIA
3322,Perameles gunnii,31989.70888156675,31989.708264932204,903.46,VU,Omnivore,PERAMELEMORPHIA
3323,Perameles nasuta,411174.9655649402,411183.136138471,720.26,LC,Omnivore,PERAMELEMORPHIA
3324,Perodicticus potto,714674.3212857672,714700.0009172059,1081.81,LC,Omnivore,PRIMATES
3325,Perognathus amplus,122161.04001378111,122119.518521051,11.97,LC,Omnivore,RODENTIA
3326,Perognathus fasciatus,1039950.0873312184,1039860.87419491,11.29,LC,Omnivore,RODENTIA
3327,Perognathus flavescens,1542741.5764903822,1542733.95326201,9.21,LC,Omnivore,RODENTIA
3328,Perognathus flavus,1540924.8881584753,1540957.5671476002,7.97,LC,Omnivore,RODENTIA
3329,Perognathus inornatus,73757.1822886825,73760.0307894624,10.16,LC,Herbivore,RODENTIA
3330,Perognathus longimembris,520472.84561089386,520454.39151123,8.07,LC,Omnivore,RODENTIA
3331,Perognathus merriami,693397.4738100378,693402.5140697621,6.94,LC,Omnivore,RODENTIA
3332,Perognathus parvus,921285.5060833927,921305.426870381,21.56,LC,Omnivore,RODENTIA
3333,Peromyscus attwateri,452873.36833670066,452891.853226255,27.9,LC,Omnivore,RODENTIA
3334,Peromyscus aztecus,218567.3848236779,218569.363925606,34.0,LC,Insectivore,RODENTIA
3335,Peromyscus beatae,145829.19219420705,145828.307951466,26.0,LC,Insectivore,RODENTIA
3336,Peromyscus boylii,2530390.8562827245,2530151.14286446,23.9,LC,Omnivore,RODENTIA
3337,Peromyscus bullatus,65.19004812278156,65.190048125488,40.0,CR,Omnivore,RODENTIA
3338,Peromyscus californicus,132610.02377043472,132623.084590101,42.68,LC,Omnivore,RODENTIA
3339,Peromyscus caniceps,18.099834513669865,18.0998004953341,18.0,CR,Omnivore,RODENTIA
3340,Peromyscus crinitus,913304.7518074835,913321.965724295,16.32,LC,Omnivore,RODENTIA
3341,Peromyscus dickeyi,8.885246366431657,8.88524336037624,28.6,CR,Omnivore,RODENTIA
3342,Peromyscus difficilis,546549.1869706161,546382.942681975,27.95,LC,Omnivore,RODENTIA
3343,Peromyscus eremicus,1217764.163482668,1217901.38493543,22.73,LC,Omnivore,RODENTIA
3344,Peromyscus eva,39054.42799042562,39058.9465184433,21.99,LC,Omnivore,RODENTIA
3345,Peromyscus fraterculus,144174.4385629872,144182.030163149,16.0,LC,Omnivore,RODENTIA
3346,Peromyscus furvus,24201.34768462318,22384.392837205698,32.99,DD,Omnivore,RODENTIA
3347,Peromyscus gossypinus,1148116.4021190787,1148138.97277403,27.68,LC,Omnivore,RODENTIA
3348,Peromyscus grandis,3981.979942156635,4204.72673844549,71.0,NT,Omnivore,RODENTIA
3349,Peromyscus gratus,598299.7424205608,598242.301808683,27.35,LC,Omnivore,RODENTIA
3350,Peromyscus guatemalensis,17874.983878847557,17875.0666070906,40.0,LC,Omnivore,RODENTIA
3351,Peromyscus gymnotis,42194.80257038975,42202.3052799396,40.0,LC,Omnivore,RODENTIA
3352,Peromyscus hooperi,19798.047985137415,19804.7769150507,35.99,LC,Omnivore,RODENTIA
3353,Peromyscus hylocetes,37379.48768104962,37378.531011804,34.0,LC,Omnivore,RODENTIA
3354,Peromyscus interparietalis,36.34933774086318,40.4939752506866,28.0,CR,Omnivore,RODENTIA
3355,Peromyscus keeni,211557.11065322938,212135.71077303,28.25,LC,Omnivore,RODENTIA
3356,Peromyscus leucopus,5831125.99779556,5831351.76761588,18.07,LC,Omnivore,RODENTIA
3357,Peromyscus levipes,160991.04860946062,160994.63954438,20.0,LC,Omnivore,RODENTIA
3358,Peromyscus madrensis,290.0918186600911,290.092109068664,40.75051847,EN,Omnivore,RODENTIA
3359,Peromyscus maniculatus,13030566.479555232,13030881.6568384,19.98,LC,Herbivore,RODENTIA
3360,Peromyscus mayensis,89.08318380174887,127.416795813236,46.25861204,CR,Omnivore,RODENTIA
3361,Peromyscus megalops,44159.450582911704,44159.0559999549,66.2,LC,Omnivore,RODENTIA
3362,Peromyscus mekisturus,7008.554354542905,98.5660414020877,59.99,CR,Omnivore,RODENTIA
3363,Peromyscus melanocarpus,3955.8334749995047,3955.8269964434203,58.9,EN,Omnivore,RODENTIA
3364,Peromyscus melanophrys,512460.4538681962,512462.17677465297,40.0,LC,Herbivore,RODENTIA
3365,Peromyscus melanotis,494793.3416469933,494800.92316382396,39.59,LC,Omnivore,RODENTIA
3366,Peromyscus melanurus,3783.2475423402393,3857.5430110825,40.0,EN,Omnivore,RODENTIA
3367,Peromyscus merriami,197612.44810952936,197642.762992577,40.0,LC,Omnivore,RODENTIA
3368,Peromyscus mexicanus,367381.8332046194,367383.46614403796,42.58,LC,Omnivore,RODENTIA
3369,Peromyscus nasutus,576459.1789062067,576501.020836775,28.0,LC,Omnivore,RODENTIA
3370,Peromyscus ochraventer,4659.307821680053,3900.45525838091,40.0,EN,Omnivore,RODENTIA
3371,Peromyscus pectoralis,832005.2753071659,832035.55375118,38.99,LC,Omnivore,RODENTIA
3372,Peromyscus perfulvus,66532.29721454614,66536.0967808986,40.0,LC,Omnivore,RODENTIA
3373,Peromyscus polionotus,376307.0649423787,376320.252202601,14.27,LC,Omnivore,RODENTIA
3374,Peromyscus polius,23780.087396545034,23780.084644978902,40.0,NT,Omnivore,RODENTIA
3375,Peromyscus pseudocrinitus,7.304526716186536,9.120619804293632,21.24097877,CR,Omnivore,RODENTIA
3376,Peromyscus sagax,1912.253310237681,202.870222098668,33.99032099,DD,Omnivore,RODENTIA
3377,Peromyscus schmidlyi,19072.794738688117,19073.5150707022,33.99032099,LC,Omnivore,RODENTIA
3378,Peromyscus sejugis,13.588807078433675,13.588653218672599,21.5,EN,Omnivore,RODENTIA
3379,Peromyscus simulus,11837.36649384063,11840.6492061546,40.0,VU,Omnivore,RODENTIA
3380,Peromyscus slevini,39.5113288002851,27.7283646759522,46.25861204,CR,Omnivore,RODENTIA
3381,Peromyscus spicilegus,125507.2963098726,125505.678381385,35.99,LC,Omnivore,RODENTIA
3382,Peromyscus stephani,41.2016698693623,41.20169720176521,46.25861204,CR,Omnivore,RODENTIA
3383,Peromyscus stirtoni,26279.61089543714,26279.3284915477,29.19,LC,Omnivore,RODENTIA
3384,Peromyscus truei,1452339.5446528571,1452308.0126222,27.0,LC,Omnivore,RODENTIA
3385,Peromyscus winkelmanni,301.03466071130777,301.034660391073,40.0,EN,Omnivore,RODENTIA
3386,Peromyscus yucatanicus,137967.25679600472,137965.811116804,27.13,LC,Omnivore,RODENTIA
3387,Peromyscus zarhynchus,10773.489377056123,10773.6701033501,40.0,VU,Omnivore,RODENTIA
3388,Peropteryx kappleri,7287312.146139582,11925748.721286,9.85,LC,Insectivore,CHIROPTERA
3389,Peropteryx leucoptera,5088911.834832881,5089787.56608093,6.573333333,LC,Insectivore,CHIROPTERA
3390,Peropteryx macrotis,12696825.352830878,12697128.7746665,5.68,LC,Insectivore,CHIROPTERA
